SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
11487,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,3,Metal-rich body,0.8721780283,7,1037,Silicate Vapour Geysers,0.8685375115,0.8732118324,,silicium14,silicium14,,,
11488,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,4,Metal-rich body,0.8721780283,7,1037,Silicate Vapour Geysers,0.8685375115,0.8732118324,,silicium14,silicium14,,,
11489,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,5,Metal-rich body,0.8721780283,7,1037,Silicate Vapour Geysers,0.8685375115,0.8732118324,,silicium14,silicium14,,,
11490,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,2,14,High metal content world,0.9480502058,12,775,Minor Silicate Vapour Geysers,2.076297378,2.087471657,0.000019,silicium14,silicium14,,,
11491,Roseum Brain Tree,codex_ent_seed,2100201,NGC 3532 SECTOR JR-V B2-4,1410.3125,-85.46875,365.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2 A,29,Rocky body,0.1189649719,57,346,Minor Metallic Magma,1.077144772,1.095914074,,silicium14,silicium14,,,
11492,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-151,-517.625,-475.1875,13333.5625,Norma Expanse,Norma Expanse,F (White) Star, A 2,1,Metal-rich body,0.6403416336,55,1089,Rocky Magma,2.468077949,2.094225607,0.095571,Insane Golgotha,Insane Golgotha,,,
11493,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE IM-R C6-1,-534.90625,-484.9375,13307.40625,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, 1 A,5,Rocky body,0.1809807582,570,215,Metallic Magma,1.042112108,-1.042140757,0.000272,Insane Golgotha,Insane Golgotha,,,
11494,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-163,-500.78125,-472.875,13310.09375,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 6 A,3,Rocky body,0.09714386338,1883,322,Metallic Magma,0.9842024909,0.984208343,0.000304,Insane Golgotha,Insane Golgotha,,,
11495,Roseum Brain Tree,codex_ent_seed,2100201,NGC 3532 SECTOR WI-S B4-6,1536.8125,-75.875,395,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 3,8,High metal content world,0.05920439414,34,228,Major Rocky Magma,1.465870688,1.862570575,0.185843,silicium14,silicium14,,,
11496,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE BS-H D11-82,660.78125,-101.6875,-100.375,Inner Orion Spur,Inner Orion Spur,F (White) Star, 2 B,8,Rocky body,0.1240818689,1277,232,Minor Metallic Magma,1.246181006,-1.246186977,0.000188,Super_hulk,Super_hulk,,,
11497,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE BS-H D11-82,660.78125,-101.6875,-100.375,Inner Orion Spur,Inner Orion Spur,F (White) Star, 2 B,7,Rocky body,0.1240818689,1277,232,Minor Metallic Magma,1.246181006,-1.246186977,0.000188,Super_hulk,Super_hulk,,,
11498,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE UE-H B14-2,-531.5,-500.34375,13324.15625,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 1,13,High metal content world,0.3514081015,4126,369,Minor Rocky Magma,2.096033069,2.096058667,0.000119,Insane Golgotha,Insane Golgotha,,,
11499,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE FG-T C5-8,-497.5625,-485.4375,13279.9375,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, A 1,3,Metal-rich body,0.5871556578,11,1171,Minor Metallic Magma,1.611100993,1.611102703,0.00463,Insane Golgotha,Insane Golgotha,,,
11500,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE FG-T C5-12,-491.96875,-484.09375,13276.5,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, AB 2,1,High metal content world,1.005778177,45,575,Major Rocky Magma,10.44342681,10.46152682,0.000026,Insane Golgotha,Insane Golgotha,,,
11501,Lividum Brain Tree,codex_ent_seedefgh,2100205,HIP 36823,640.4375,-143.90625,-118.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 3 C,6,Rocky body,0.08984885485,1320,340,Metallic Magma,0.6221133664,1.141157301,0.182195,Norsty,Norsty,,,
11502,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE MN-S D4-137,-830.78125,-735.65625,13420.28125,Norma Expanse,Norma Expanse,F (White) Star,3,4,High metal content world,3.396837524,247,475,Major Silicate Vapour Geysers,103.5648267,103.6170424,0.00006,EmulatedPenguin,EmulatedPenguin,,,
11503,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE EB-W D2-81,-840.6875,-711.75,13329.3125,Norma Expanse,Norma Expanse,A (Blue-White) Star, C 4,7,High metal content world,0.3912990049,1519,557,Minor Silicate Vapour Geysers,1.13663096,1.491081302,0.047162,EmulatedPenguin,EmulatedPenguin,,,
11504,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,GRAEA HYPUE TF-H B13-3,-835.1875,-683.34375,13310.5,Norma Expanse,Norma Expanse,M (Red dwarf) Star, A 2 A,17,Rocky body,0.102459255,32,430,Major Silicate Vapour Geysers,0.4035141871,0.4147662347,,EmulatedPenguin,EmulatedPenguin,,,
11505,Roseum Brain Tree,codex_ent_seed,2100201,HD 63154,979.46875,-207.40625,-131.59375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, B 2 A,26,Rocky body,0.1041078856,145993,358,Metallic Magma,0.8966158317,0.8966172137,0.009789,Shadowspawn2,Shadowspawn2,,,
11506,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE AB-T C5-29,-780.4375,-544.9375,13260.9375,Norma Expanse,Norma Expanse,G (White-Yellow) Star,1,4,High metal content world,1.647267536,34,879,Minor Silicate Vapour Geysers,7.042857577,6.93388973,0.000021,Zebarmy,Zebarmy,,,
11507,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE AB-T C5-29,-780.4375,-544.9375,13260.9375,Norma Expanse,Norma Expanse,G (White-Yellow) Star,1,1,High metal content world,1.647267536,34,879,Minor Silicate Vapour Geysers,7.042857577,6.93388973,0.000021,Zebarmy,Zebarmy,,,
11508,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE AB-T C5-29,-780.4375,-544.9375,13260.9375,Norma Expanse,Norma Expanse,G (White-Yellow) Star,2,7,High metal content world,2.101412685,57,677,Metallic Magma,15.28152437,-15.1614616,0.000045,Zebarmy,Zebarmy,,,
11509,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE MU-D D13-60,575.28125,-207.34375,60.21875,Inner Orion Spur,Inner Orion Spur,F (White) Star,4,6,High metal content world,1.27998983,200,493,Major Rocky Magma,19.99392899,31.47652254,0.068682,Sabretooth Poptart,Sabretooth Poptart,,,
11510,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE MU-D D13-60,575.28125,-207.34375,60.21875,Inner Orion Spur,Inner Orion Spur,F (White) Star,4,2,High metal content world,1.27998983,200,493,Major Rocky Magma,19.99392899,31.47652254,0.068682,Sabretooth Poptart,Sabretooth Poptart,,,
11511,Viride Brain Tree,codex_ent_seedabcd_03,2100204,SYNUEFE TO-P C22-10,410.875,-41.3125,-81.375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, ABC 3 A,2,Rocky Ice world,0.06655862005,1239,124,Minor Metallic Magma,1.178376515,1.178420638,0.000224,Transient-T,Transient-T,,,
11512,Viride Brain Tree,codex_ent_seedabcd_03,2100204,SYNUEFE TO-P C22-10,410.875,-41.3125,-81.375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, ABC 3 A,3,Rocky Ice world,0.06655862005,1239,124,Minor Metallic Magma,1.178376515,1.178420638,0.000224,Transient-T,Transient-T,,,
11513,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,SKAUDAI BH-B D14-11,-5533.65625,-508.65625,10437.8125,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,F (White) Star,3,2,High metal content world,0.08823951416,70,876,Major Silicate Vapour Geysers,0.3639990602,0.5100588096,0.14679,Griff Rogers,Griff Rogers,,,
11514,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,1,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11515,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE ZW-I D10-14,381.3125,-338.90625,-169.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star,1,1,High metal content world,1.709164407,224,436,Metallic Magma,99.39690155,-99.39919881,0.000245,Xilleet,Xilleet,,,
11516,Lividum Brain Tree,codex_ent_seedefgh,2100205,SYNUEFE ZW-I D10-14,381.3125,-338.90625,-169.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 A,7,Rocky body,0.2893569895,224,436,Minor Metallic Magma,1.270487629,1.278587414,,Xilleet,Xilleet,,,
11517,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,SKAUDAI BH-B D14-11,-5533.65625,-508.65625,10437.8125,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,F (White) Star,2,2,High metal content world,0.08934051966,70,876,Major Silicate Vapour Geysers,0.3639990602,0.5196192686,0.14679,Griff Rogers,Griff Rogers,,,
11518,Lividum Brain Tree,codex_ent_seedefgh,2100205,SYNUEFE ZW-I D10-14,381.3125,-338.90625,-169.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 A,6,Rocky body,0.2893569895,224,436,Minor Metallic Magma,1.270487629,1.278587414,,Xilleet,Xilleet,,,
11519,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,SKAUDAI BH-B D14-11,-5533.65625,-508.65625,10437.8125,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,F (White) Star,5,4,High metal content world,1.942534711,195,525,Major Silicate Vapour Geysers,74.19479873,75.02216262,0.000048,Griff Rogers,Griff Rogers,,,
11520,Lividum Brain Tree,codex_ent_seedefgh,2100205,SYNUEFE ZW-I D10-14,381.3125,-338.90625,-169.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 A,2,Rocky body,0.2893569895,224,436,Minor Metallic Magma,1.270487629,1.278587414,,Xilleet,Xilleet,,,
11521,Roseum Brain Tree,codex_ent_seed,2100201,SKAUDAI BH-B D14-11,-5533.65625,-508.65625,10437.8125,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,F (White) Star, 9 A,1,Rocky body,0.1511951997,1730,282,Major Silicate Vapour Geysers,0.8212058494,-0.8212087782,0.001614,Griff Rogers,Griff Rogers,,,
11522,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,2,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11523,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,3,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11524,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,4,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11525,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,5,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11526,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE PG-B B47-5,719.84375,-93.59375,-54.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,6,High metal content world,0.125671189,34530,370,Major Rocky Magma,1.968213461,-1.96821368,0.000018,Super_hulk,Super_hulk,,,
11527,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE SY-L B52-1,867.28125,-598.84375,67.5,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 8,8,High metal content world,0.07580859209,453,299,Minor Metallic Magma,0.9654115955,1.06435438,0.037961,Gamycyn,Gamycyn,,,
11528,Roseum Brain Tree,codex_ent_seed,2100201,PRUA PHOE US-B D33,-5503.78125,-519.8125,10463.34375,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,F (White) Star, 1 A,4,Rocky body,0.1175363433,2594,245,Metallic Magma,0.8684502156,0.8684540679,0.005962,Griff Rogers,Griff Rogers,,,
11529,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE FG-T C5-24,-471.3125,-496.9375,13276.875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,5,1,High metal content world,1.291480422,43,463,Minor Metallic Magma,12.61799424,12.62122396,0.000002,Insane Golgotha,Insane Golgotha,,,
11530,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-180,-474.65625,-494.53125,13271.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star, 3 A,4,Rocky body,0.09516912156,2173,243,Minor Metallic Magma,1.313301286,-1.313309475,0.002309,Insane Golgotha,Insane Golgotha,,,
11531,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE TO-H B14-14,-481.53125,-452.46875,13322.75,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 1,2,High metal content world,0.05721263003,285,292,Major Rocky Magma,1.86081548,1.860815543,0.00026,Insane Golgotha,Insane Golgotha,,,
11532,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-182,-516.6875,-430,13332.03125,Norma Expanse,Norma Expanse,F (White) Star, 1 C,1,Rocky body,0.119896176,1064,216,Major Silicate Vapour Geysers,0.3961842024,0.5040529933,0.174661,Insane Golgotha,Insane Golgotha,,,
11533,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE HR-R C6-14,-492.03125,-432,13295.0625,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, A 1 A,17,Rocky body,0.1607015099,136,323,Minor Metallic Magma,1.018770439,1.049312185,,Insane Golgotha,Insane Golgotha,,,
11534,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-190,-480.78125,-427.28125,13289.09375,Norma Expanse,Norma Expanse,A (Blue-White) Star, C 1,1,Metal-rich body,0.3208469788,31019,1241,Minor Metallic Magma,1.450073319,1.450073713,0.000583,Insane Golgotha,Insane Golgotha,,,
11535,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE IH-U D3-130,-847.4375,-707.34375,13392.75,Norma Expanse,Norma Expanse,G (White-Yellow) Star, A 2,9,High metal content world,2.1229357,52,802,Major Silicate Vapour Geysers,12.49866629,12.50498596,0.000024,EmulatedPenguin,EmulatedPenguin,,,
11536,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR IE-R B34-3,1563.8125,-244.625,39.34375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 3,8,High metal content world,0.1663884865,4403,280,Major Silicate Vapour Geysers,0.3121547884,0.4247328086,0.154629,DopeNut,DopeNut,,,
11537,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR IE-R B34-3,1563.8125,-244.625,39.34375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 3,1,High metal content world,0.1663884865,4403,280,Major Silicate Vapour Geysers,0.3121547884,0.4247328086,0.154629,DopeNut,DopeNut,,,
11538,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR IE-R B34-3,1563.8125,-244.625,39.34375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 3,2,High metal content world,0.1663884865,4403,280,Major Silicate Vapour Geysers,0.3121547884,0.4247328086,0.154629,DopeNut,DopeNut,,,
11539,Roseum Brain Tree,codex_ent_seed,2100201,CD-48 3574,1415.71875,-209.8125,-127.4375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, 4 A,23,Rocky body,0.155359059,4008,320,Minor Metallic Magma,1.212570057,1.212574724,0.004117,DopeNut,DopeNut,,,
11540,Roseum Brain Tree,codex_ent_seed,2100201,CD-48 3574,1415.71875,-209.8125,-127.4375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, 4 A,22,Rocky body,0.155359059,4008,320,Minor Metallic Magma,1.212570057,1.212574724,0.004117,DopeNut,DopeNut,,,
11541,Roseum Brain Tree,codex_ent_seed,2100201,CD-48 3574,1415.71875,-209.8125,-127.4375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, 4 A,21,Rocky body,0.155359059,4008,320,Minor Metallic Magma,1.212570057,1.212574724,0.004117,DopeNut,DopeNut,,,
11542,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR HX-Z C14-9,1586.0625,-195.8125,-494.25,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 4 C,6,Rocky body,0.1852242352,1626,217,Minor Rocky Magma,2.099095395,2.099106497,0.009563,DopeNut,DopeNut,,,
11543,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR HX-Z C14-9,1586.0625,-195.8125,-494.25,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 4 C,7,Rocky body,0.1852242352,1626,217,Minor Rocky Magma,2.099095395,2.099106497,0.009563,DopeNut,DopeNut,,,
11544,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR HX-Z C14-9,1586.0625,-195.8125,-494.25,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 4 B,3,Rocky body,0.1322353351,1628,235,Minor Silicate Vapour Geysers,1.381689131,1.381696566,0.000586,DopeNut,DopeNut,,,
11545,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR YQ-F B27-1,1638.59375,-164.53125,-536.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 2 A,5,Rocky body,0.1665732144,101228,277,Minor Metallic Magma,1.052075252,1.064713185,,DopeNut,DopeNut,,,
11546,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-258,-493.21875,-441.375,13333.75,Norma Expanse,Norma Expanse,F (White) Star, 3 B,17,Rocky body,0.1191311716,1390,232,Minor Metallic Magma,1.341626117,1.341640244,0.000275,Insane Golgotha,Insane Golgotha,,,
11547,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE WF-L C9-32,-829.3125,-680.5,13431.28125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, B 2 A,2,Rocky body,0.06959324467,229203,207,Minor Rocky Magma,2.103349677,2.113893704,,EmulatedPenguin,EmulatedPenguin,,,
11548,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE DL-O B10-0,-518.53125,-469.59375,13254,Norma Expanse,Norma Expanse,M (Red dwarf) Star, A 1 A,26,Rocky body,0.1411470319,27,390,Major Silicate Vapour Geysers,0.7438641248,0.7548834469,,Insane Golgotha,Insane Golgotha,,,
11549,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE IM-M B11-3,-533.96875,-495.84375,13269.90625,Norma Expanse,Norma Expanse,M (Red dwarf) Star, C 1,3,High metal content world,0.133128624,288,455,Major Rocky Magma,1.672416994,-1.672417119,0.002253,Insane Golgotha,Insane Golgotha,,,
11550,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE CQ-W D2-203,-517.4375,-486,13300.40625,Norma Expanse,Norma Expanse,F (White) Star, 2 A,3,Rocky body,0.1207490477,1394,234,Minor Metallic Magma,1.309890024,1.309895312,0.000789,Insane Golgotha,Insane Golgotha,,,
11551,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE NN-I B52-1,557.5625,327.3125,69.9375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 2 A,1,Rocky body,0.05217165402,233,230,Major Silicate Vapour Geysers,0.2794974035,0.283818375,,Valcor_,Valcor_,,,
11552,Roseum Brain Tree,codex_ent_seed,2100201,CHI HYDRAE,595.96875,345.96875,68.09375,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, A 10 C A,10,Rocky body,0.06707839639,3480,453,Major Silicate Vapour Geysers,0.2589964238,0.2609657796,,Valcor_,Valcor_,,,
11553,Lividum Brain Tree,codex_ent_seedefgh,2100205,SYNUEFE FM-T D4-32,705.21875,-307.96875,-607.84375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, AB 2 A,6,Rocky body,0.05562324687,2363,361,Major Silicate Vapour Geysers,0.888277197,0.8522269458,0.000039,WizardInBlack,WizardInBlack,,,
11554,Lividum Brain Tree,codex_ent_seedefgh,2100205,SYNUEFE FM-T D4-32,705.21875,-307.96875,-607.84375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, AB 2 A,9,Rocky body,0.05562324687,2363,361,Major Silicate Vapour Geysers,0.888277197,0.8522269458,0.000039,WizardInBlack,WizardInBlack,,,
11555,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE FM-T D4-32,705.21875,-307.96875,-607.84375,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, AB 3 A,1,Rocky body,0.1749681324,3514,233,Major Silicate Vapour Geysers,0.5253483852,0.8144424087,0.136432,WizardInBlack,WizardInBlack,,,
11556,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,1,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11557,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,2,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11558,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,3,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11559,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,4,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11560,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,5,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11561,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,1,6,Metal-rich body,1.176688527,51,1226,Minor Metallic Magma,8.995705295,2.355686487,0.000015,Zebarmy,Zebarmy,,,
11562,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE KS-S D4-181,-845.90625,-626.25,13452.96875,Norma Expanse,Norma Expanse,A (Blue-White) Star,3,1,High metal content world,3.459843279,118,804,Major Silicate Vapour Geysers,31.81970775,-32.48276331,0.000049,Zebarmy,Zebarmy,,,
